Date, Lights Per Day, PD
11/7/2016,173,14
11/6/2015,125,14
3/18/2012,40,19
4/29/2016,41,17
5/16/2011,56,18
2/10/2017,49,17
5/29/2011,53,12
7/1/2015,91,14
2/25/2012,5,2
12/27/2011,46,23
10/12/2015,9,0
3/24/2011,140,6
1/15/2013,14,11
8/23/2013,11,25
11/17/2015,159,5
1/28/2016,1,nan
11/3/2014,1,nan
7/3/2010,1,1
4/13/2014,27,20
6/7/2017,107,16
7/8/2014,64,14
4/22/2013,30,6
5/30/2012,61,11
4/7/2015,1,nan
11/29/2010,8,12
7/5/2016,128,10
1/21/2017,589,8
5/23/2014,160,22
12/9/2013,35,14
12/16/2004,1,4
11/15/2007,1,4
6/25/2013,23,9
12/2/2011,318,8
2/1/2017,102,18
8/18/2013,83,4
10/4/2011,269,25
5/11/2011,85,5
5/9/2015,122,10
3/6/2014,67,9
11/18/2010,63,15
4/20/2015,56,18
11/6/2016,1,nan
10/21/2014,94,2
6/6/2017,190,6
6/30/2014,74,7
3/5/2014,20,24
8/22/2014,146,7
7/5/2012,9,24
7/2/2014,99,3
6/20/2015,83,2
11/10/2011,102,9
12/11/2013,1,0
11/8/2014,89,14
9/18/2017,1,nan
6/4/2015,79,14
10/6/2010,1,19
3/31/2017,72,14
11/9/2014,1,nan
9/8/2012,81,15
11/21/2015,1,nan
4/16/2014,307,8
10/7/2015,140,18
6/14/2014,74,16
4/28/2013,17,5
7/9/2017,93,2
3/23/2011,273,16
7/8/2011,395,4
7/20/2010,1,17
2/9/2013,13,12
5/1/2016,35,1
12/13/2016,1,nan
10/28/2012,28,13
8/21/2016,380,22
9/5/2016,183,16
1/21/2017,200,25
10/18/2016,351,22
8/20/2016,281,25
12/2/2015,7,0
3/6/2015,137,22
3/29/2011,130,17
5/1/2015,80,14
2/21/2017,118,17
2/5/2016,160,7
1/22/2017,242,12
5/6/2016,1,nan
11/8/2011,127,24
1/15/2014,127,6
10/13/2014,109,14
1/22/2017,1,nan
10/29/2016,3,31
9/23/2013,174,8
7/10/2012,113,22
3/7/2015,8,24
8/9/2017,1,nan
12/5/2010,32,19
9/4/2016,1,nan
11/21/2014,1,nan
9/28/2009,1,4
3/19/2016,147,25
6/23/2016,197,6
11/24/2010,38,8
5/10/2012,10,9
12/11/2012,67,8
4/8/2014,59,15
7/17/2014,112,11
4/17/2014,47,11
7/23/2017,229,22
2/19/2015,4,0
2/22/2017,626,8
10/14/2012,55,9
8/7/2012,84,16
10/7/2014,4,31
2/27/2015,45,1
6/8/2011,2,0
7/24/2012,22,17
2/12/2012,23,24
1/25/2017,92,15
11/17/2011,141,14
8/23/2015,115,2
4/4/2013,11,1
3/20/2014,26,1
5/29/2015,210,22
9/16/2012,19,12
1/5/2014,33,10
3/25/2006,1,4
1/7/2016,574,8
5/21/2014,58,25
4/2/2014,50,5
1/3/2012,3,0
1/31/2014,50,12
1/29/2011,213,16
3/23/2016,178,7
6/16/2011,22,2
1/17/2012,62,3
9/19/2017,68,19
11/22/2011,287,25
3/6/2017,1,nan
11/25/2010,26,9
9/4/2012,105,25
9/1/2016,1,nan
11/27/2011,42,21
4/16/2017,130,25
12/14/2013,52,3
10/4/2013,1,nan
11/15/2008,1,4
9/7/2016,342,7
12/28/2016,324,22
3/6/2011,55,7
12/25/2010,32,3
7/2/2016,9,0
3/6/2016,1,nan
8/10/2011,122,11
2/27/2013,3,18
3/22/2011,30,1
12/7/2010,30,10
9/8/2016,189,2
4/22/2017,108,14
11/15/2011,165,7
11/5/2010,27,16
9/7/2017,71,5
3/7/2013,1,nan
5/3/2014,1,nan
3/1/2012,36,18
6/15/2011,82,7
12/21/2012,6,18
2/10/2011,17,24
3/29/2016,119,5
8/3/2016,212,10
11/5/2014,256,16
12/28/2012,14,25
11/17/2016,1,nan
4/24/2013,27,15
1/11/2016,276,3
8/19/2011,27,2
7/1/2011,146,9
2/4/2012,162,25
5/8/2013,21,11
10/31/2012,13,3
7/17/2017,161,25
11/15/2016,229,10
8/9/2015,1,nan
9/22/2016,409,22
3/15/2014,66,9
10/3/2015,354,7
2/3/2016,221,6
2/23/2015,126,3
7/30/2011,63,13
10/9/2010,1,19
3/13/2017,99,15
5/6/2016,45,17
5/19/2014,65,10
7/1/2013,19,10
3/7/2016,1,nan
6/25/2010,1,1
12/28/2013,40,12
8/25/2012,216,4
7/13/2017,1,nan
2/19/2017,1,nan
7/2/2013,33,11
6/23/2012,21,1
6/6/2016,11,0
11/25/2016,522,8
2/11/2014,30,17
7/11/2016,256,5
1/19/2015,3,0
10/9/2014,152,9
11/22/2010,69,15
9/21/2010,2,22
12/31/2013,28,25
10/8/2016,445,8
11/30/2016,215,6
12/20/2010,12,23
12/24/2015,559,8
9/10/2011,175,6
6/18/2017,101,16
2/23/2012,198,16
8/12/2013,1,13
11/12/2016,102,15
2/20/2015,1,nan
12/18/2012,5,20
8/9/2017,1,nan
6/6/2013,61,8
8/3/2016,1,nan
5/10/2016,1,nan
6/17/2012,51,11
7/25/2017,44,1
8/16/2014,8,0
9/5/2013,101,4
11/30/2010,75,15
11/18/2010,7,12
8/5/2006,1,4
7/22/2016,65,17
6/28/2011,93,11
9/17/2015,35,24
11/1/2013,36,11
1/13/2017,312,22
5/27/2011,52,10
11/12/2011,7,0
1/29/2016,61,2
3/22/2017,136,12
6/11/2012,29,5
5/24/2013,12,9
4/20/2011,2,0
4/8/2014,60,3
7/13/2014,18,1
2/16/2013,43,10
4/1/2011,33,20
12/14/2010,55,19
4/22/2005,1,4
6/3/2015,242,6
5/11/2014,64,5
4/11/2014,1,31
7/1/2011,53,20
4/8/2014,51,25
4/17/2011,86,10
2/21/2017,1,nan
12/19/2012,15,18
2/12/2016,462,8
7/11/2016,1,nan
10/1/2012,38,7
12/1/2014,140,5
2/20/2014,36,3
11/5/2012,31,10
1/12/2012,60,19
8/8/2014,138,16
12/30/2014,74,2
10/13/2011,58,1
12/18/2014,73,15
9/18/2014,285,22
8/9/2013,14,24
4/18/2015,201,16
2/7/2017,612,8
5/26/2015,11,24
4/13/2011,72,24
7/28/2013,31,12
10/14/2011,296,25
2/9/2016,92,17
8/20/2013,78,22
7/30/2016,40,24
4/21/2016,83,10
12/21/2011,111,12
6/19/2014,1,nan
9/14/2017,35,24
7/1/2004,1,4
1/31/2016,73,2
11/9/2016,1,nan
2/18/2016,91,9
9/11/2016,226,12
12/26/2016,15,24
3/17/2015,225,6
1/17/2014,16,11
8/21/2011,121,17
9/27/2012,25,18
11/19/2011,218,5
4/23/2016,2,31
8/3/2017,126,7
1/15/2011,37,3
10/29/2011,128,14
1/28/2013,7,18
4/14/2007,1,4
8/8/2011,119,11
9/8/2017,89,14
7/20/2011,108,19
10/21/2015,84,19
9/18/2017,218,22
4/21/2013,10,12
5/24/2016,1,nan
8/29/2016,3,31
3/16/2013,17,12
5/22/2013,1,nan
7/22/2012,131,6
9/6/2011,39,23
8/5/2013,41,7
2/27/2012,145,25
8/8/2016,283,16
6/19/2012,15,9
11/3/2015,1,nan
12/21/2015,9,0
11/29/2015,165,5
9/26/2012,122,22
1/2/2015,111,25
12/22/2012,17,17
10/29/2013,12,19
2/20/2013,70,8
2/5/2012,114,14
10/12/2011,374,4
2/21/2012,31,10
9/18/2015,335,16
2/3/2007,1,4
11/11/2015,76,2
9/8/2013,25,24
7/8/2013,14,1
2/16/2011,54,14
6/12/2011,66,3
11/22/2014,70,10
6/9/2014,129,16
2/19/2017,1,nan
9/29/2015,29,24
12/15/2016,1,nan
7/29/2010,1,4
9/22/2016,1,nan
2/28/2013,12,24
12/30/2010,79,19
12/28/2014,60,24
10/26/2016,80,1
9/9/2017,123,4
9/19/2006,1,4
6/7/2013,22,17
5/4/2011,22,21
8/30/2014,30,20
3/31/2011,2,31
10/2/2012,60,15
10/5/2011,335,22
6/1/2013,7,20
3/5/2016,219,22
12/22/2010,20,12
11/9/2012,64,8
1/18/2013,11,18
1/8/2016,1,31
8/20/2011,160,10
6/22/2017,120,7
11/26/2015,422,22
6/18/2013,34,5
4/21/2011,69,24
6/9/2017,123,11
6/26/2014,160,22
12/18/2011,62,1
3/9/2016,87,15
7/7/2017,132,25
2/20/2011,148,25
3/8/2015,211,4
6/22/2015,98,2
9/9/2016,252,10
10/30/2014,147,7
12/26/2015,170,7
4/25/2016,63,19
12/16/2013,30,11
7/20/2006,1,4
5/2/2017,139,9
2/26/2015,47,1
3/8/2016,85,2
9/15/2014,46,18
4/19/2014,77,2
8/12/2017,145,4
5/21/2016,86,15
7/10/2012,11,12
11/25/2012,41,22
7/3/2015,8,0
2/19/2011,1,0
1/17/2012,88,13
8/17/2014,303,8
9/9/2013,24,14
8/14/2013,28,17
12/4/2014,75,15
12/7/2012,50,6
1/17/2015,56,10
8/25/2011,69,18
10/11/2015,519,22
4/22/2013,12,18
9/18/2017,70,5
1/9/2011,45,18
9/13/2014,123,7
2/17/2012,1,0
2/3/2006,1,4
11/12/2016,115,5
9/20/2016,1,nan
5/12/2011,88,7
11/3/2014,72,15
7/5/2017,1,nan
11/13/2012,41,9
11/14/2016,1,nan
3/24/2015,89,10
7/31/2016,13,0
6/26/2011,51,18
12/11/2014,125,5
2/7/2017,1,nan
11/3/2016,87,15
1/28/2013,51,8
10/22/2013,135,4
11/1/2010,12,8
4/23/2012,70,16
4/25/2017,1,nan
10/14/2016,1,nan
12/6/2010,30,10
9/6/2014,297,5
6/24/2015,82,2
12/16/2015,79,24
8/28/2011,98,24
3/10/2014,54,5
6/11/2014,14,1
5/28/2013,10,14
10/9/2015,157,9
7/25/2012,22,19
6/27/2011,314,4
3/19/2015,65,15
1/8/2016,110,25
3/26/2011,137,6
12/27/2010,41,17
4/18/2006,1,4
9/28/2016,150,7
9/25/2017,610,8
10/16/2013,49,17
2/20/2012,119,12
6/6/2017,444,8
1/31/2017,29,20
10/20/2012,17,13
4/18/2011,72,14
12/31/2004,1,4
6/2/2013,7,14
8/14/2011,90,15
7/6/2014,4,0
8/25/2014,46,18
6/17/2014,221,4
8/14/2010,2,16
7/24/2015,1,nan
10/3/2012,5,20
3/10/2013,11,14
4/2/2015,168,22
10/7/2016,1,nan
3/28/2016,12,24
7/26/2014,16,20
3/25/2015,176,16
5/7/2017,161,4
11/22/2016,393,22
9/15/2017,37,24
2/19/2016,49,2
5/26/2017,104,15
2/28/2012,37,18
3/20/2005,1,4
10/15/2015,397,4
2/23/2016,1,nan
11/22/2016,1,nan
9/24/2010,2,6
6/5/2011,110,15
1/14/2012,134,12
1/24/2017,118,18
5/19/2012,12,2
11/18/2014,143,5
2/11/2012,19,3
1/10/2012,277,4
7/29/2012,2,0
2/15/2014,21,1
10/29/2012,58,25
1/4/2013,14,7
6/4/2012,67,15
11/18/2012,29,14
2/9/2014,20,14
5/18/2016,35,20
9/16/2017,62,19
3/26/2016,253,6
1/18/2014,25,25
9/21/2007,1,4
5/7/2015,10,0
3/21/2015,67,15
5/23/2014,47,11
3/13/2017,164,9
7/26/2016,1,nan
4/29/2011,236,4
8/16/2017,73,18
2/14/2015,53,1
10/28/2014,4,31
7/19/2015,315,22
8/4/2016,414,6
4/25/2015,248,8
2/15/2017,181,25
2/14/2012,33,9
6/20/2007,1,4
5/18/2015,8,0
5/22/2013,33,8
2/23/2017,1,nan
3/30/2013,9,12
7/17/2012,35,7
10/26/2015,219,3
3/14/2013,33,16
7/5/2012,80,5
9/22/2011,80,1
3/15/2013,10,9
11/10/2011,73,20
11/13/2015,89,2
7/9/2015,259,22
6/21/2013,45,8
1/8/2012,328,16
6/20/2014,105,16
11/29/2006,1,4
9/18/2011,46,20
1/6/2014,114,8
4/22/2012,15,24
9/17/2005,1,4
10/28/2011,108,19
7/23/2015,100,16
2/16/2016,6,0
7/15/2016,535,8
5/19/2017,34,19
3/16/2013,5,15
7/16/2014,42,14
7/31/2013,27,2
9/29/2014,106,7
7/14/2012,40,10
6/14/2015,11,24
10/4/2016,67,15
8/23/2016,175,2
10/5/2014,202,22
6/21/2011,83,10
5/30/2014,29,14
3/26/2012,33,18
12/16/2016,8,20
8/12/2014,8,0
5/4/2013,10,17
3/21/2011,41,23
6/1/2012,17,9
8/20/2015,90,1
1/22/2017,40,19
10/24/2015,1,nan
2/25/2017,111,16
6/12/2015,81,2
6/5/2015,131,12
5/27/2013,7,1
2/17/2013,54,8
12/19/2016,476,8
8/17/2016,14,0
10/1/2011,89,18
4/2/2013,4,3
4/1/2015,195,22
5/27/2013,15,16
6/3/2016,153,7
9/7/2017,189,25
5/24/2014,79,7
5/10/2011,272,16
1/22/2015,123,5
6/19/2016,157,9
11/1/2011,8,0
2/8/2014,114,6
7/6/2015,203,11
4/1/2012,29,10
1/5/2011,2,0
5/25/2014,87,7
11/27/2010,24,10
8/6/2011,111,11
5/18/2013,11,17
10/22/2014,152,12
11/8/2013,14,20
10/14/2012,23,18
4/5/2013,27,4
10/29/2010,18,6
11/14/2016,1,nan
4/18/2012,21,13
2/3/2015,158,11
11/26/2010,1,0
7/7/2014,57,14
3/23/2012,70,22
1/23/2016,86,17
4/27/2017,93,14
5/18/2017,47,5
2/8/2012,97,15
11/12/2015,118,5
1/14/2012,24,2
7/24/2015,8,0
5/21/2014,136,4
5/26/2013,18,5
6/19/2013,1,nan
8/21/2017,492,8
9/16/2009,1,4
11/13/2016,1,nan
12/8/2015,109,2
5/31/2016,67,19
8/13/2007,1,4
10/7/2010,2,13
11/8/2010,1,20
4/2/2012,60,4
8/9/2011,123,19
8/9/2017,98,3
5/4/2014,1,0
10/24/2014,214,16
6/22/2017,78,5
1/8/2016,1,nan
9/21/2011,211,5
5/17/2011,99,15
4/23/2013,13,7
3/7/2013,8,24
8/30/2015,161,10
3/21/2016,42,1
2/14/2011,103,8
2/1/2015,76,14
5/9/2017,174,6
7/12/2017,29,20
4/9/2014,1,nan
12/14/2011,155,5
7/18/2011,107,10
11/23/2015,95,1
4/8/2012,12,1
12/2/2010,10,24
5/28/2011,72,14
2/1/2011,17,23
4/5/2016,1,nan
8/3/2010,1,1
3/4/2016,528,8
5/23/2009,1,4
2/18/2012,11,3
7/14/2010,1,5
7/3/2016,107,14
6/23/2017,69,5
2/13/2012,11,20
5/25/2011,69,14
2/20/2016,1,nan
12/12/2005,1,4
10/17/2014,386,8
9/11/2013,15,18
6/7/2011,62,13
12/20/2011,73,9
7/17/2017,210,4
6/3/2011,142,6
8/9/2015,1,31
3/19/2012,60,15
3/15/2014,16,20
8/24/2012,27,12
7/21/2013,14,1
10/20/2013,54,10
5/12/2015,148,25
11/4/2005,1,4
6/20/2013,2,18
5/6/2012,2,3
6/17/2015,19,24
11/13/2014,199,11
4/6/2016,72,15
11/18/2012,75,8
3/13/2012,9,3
6/27/2013,51,6
3/14/2017,63,19
10/16/2010,3,1
4/27/2014,40,5
11/2/2015,218,12
10/5/2013,52,5
4/25/2014,1,0
8/30/2017,49,2
8/27/2015,98,1
5/4/2012,25,19
10/7/2011,272,25
5/21/2015,22,19
8/7/2013,21,1
10/12/2006,1,4
4/19/2012,56,11
5/26/2008,1,4
9/7/2007,1,4
2/4/2015,58,1
12/1/2016,1,nan
8/19/2014,57,15
10/23/2011,63,1
10/15/2010,11,5
4/28/2012,52,17
7/24/2014,23,24
4/24/2015,1,31
6/27/2017,105,7
3/4/2011,37,12
9/19/2012,122,8
2/16/2011,101,11
8/17/2012,37,13
7/6/2013,32,15
7/4/2006,1,4
11/9/2013,16,18
7/8/2015,8,20
4/25/2017,155,25
5/1/2017,108,15
11/21/2016,199,7
5/9/2011,297,16
6/28/2011,288,22
12/3/2012,56,6
10/17/2013,2,0
4/19/2016,204,4
8/27/2013,31,24
5/23/2015,136,11
1/3/2013,17,14
3/30/2014,26,14
6/6/2012,41,6
1/3/2016,180,14
5/5/2015,32,19
8/25/2013,19,24
3/25/2016,100,10
1/3/2012,64,24
12/30/2015,1,nan
8/13/2017,94,14
9/8/2011,105,19
11/21/2015,96,5
11/30/2011,109,9
4/8/2017,160,4
1/8/2015,17,20
6/8/2007,1,4
4/14/2014,22,24
3/22/2013,14,18
4/29/2017,154,4
11/25/2014,75,15
7/15/2013,74,4
11/24/2014,25,20
6/25/2013,1,18
10/30/2012,94,8
5/7/2013,5,18
11/29/2016,140,18
8/8/2014,107,11
12/5/2016,206,12
7/28/2013,4,20
12/2/2014,10,0
2/25/2011,33,12
8/9/2013,52,5
1/27/2012,59,9
7/28/2011,339,4
9/4/2015,191,15
1/1/2010,1,4
6/19/2011,38,23
4/2/2011,200,4
7/28/2014,95,2
6/14/2011,289,4
1/1/2017,1,nan
4/9/2014,47,11
10/9/2010,4,7
12/14/2012,27,1
1/28/2016,229,6
12/26/2011,71,3
8/4/2004,1,4
11/20/2014,3,31
10/19/2013,82,12
7/2/2011,41,13
5/17/2016,70,9
12/26/2016,150,3
7/6/2017,174,6
9/12/2011,75,1
1/21/2012,17,2
8/3/2015,83,18
6/26/2013,19,7
8/21/2013,1,0
10/4/2016,1,nan
8/2/2016,1,nan
7/28/2015,202,10
8/8/2011,238,22
3/27/2017,60,5
2/18/2017,174,4
4/4/2015,77,15
6/21/2015,120,10
11/28/2012,26,12
10/21/2015,495,8
3/29/2013,13,3
6/25/2012,1,nan
1/8/2017,84,17
5/31/2013,7,18
12/16/2010,18,12
3/23/2013,6,1
4/3/2016,128,18
9/7/2017,1,nan
7/11/2015,44,1
4/7/2013,14,16
1/22/2016,1,nan
3/8/2013,1,nan
10/19/2011,37,2
1/9/2012,20,20
4/11/2015,40,19
5/13/2016,87,15
5/27/2016,69,18
2/24/2016,5,0
2/16/2016,1,nan
9/30/2015,203,12
7/20/2014,1,nan
12/1/2012,56,11
12/17/2013,36,18
5/5/2016,48,17
11/19/2014,84,9
7/25/2011,6,0
1/26/2016,1,nan
6/13/2014,84,25
11/8/2012,27,13
1/29/2013,16,3
2/3/2013,17,16
2/16/2011,42,19
6/4/2014,3,0
6/15/2014,61,5
2/12/2011,72,15
10/10/2014,151,5
2/7/2012,146,11
2/16/2017,200,7
8/11/2011,265,22
2/11/2016,1,nan
7/25/2017,1,nan
5/17/2015,132,2
12/28/2014,127,3
9/14/2012,98,25
5/31/2011,23,2
3/10/2015,112,9
7/26/2011,86,14
4/9/2011,48,23
2/6/2017,175,3
11/28/2015,508,8
3/29/2012,129,25
2/2/2016,231,6
7/17/2015,122,5
6/17/2011,57,12
6/22/2017,206,6
1/18/2013,2,13
8/15/2012,6,20
8/2/2012,2,0
11/23/2010,84,22
10/2/2016,133,18
10/28/2016,1,nan
12/7/2014,153,16
5/2/2017,83,3
8/8/2012,21,12
12/1/2013,70,5
5/24/2011,38,20
7/20/2014,137,12
11/14/2010,8,9
4/25/2016,506,8
11/6/2016,62,15
11/19/2016,1,nan
4/8/2011,59,19
9/15/2014,137,15
5/8/2014,43,2
7/16/2015,211,3
12/10/2013,42,2
6/22/2010,1,4
3/27/2012,31,10
9/26/2013,39,15
10/9/2016,175,10
1/21/2011,34,18
6/8/2017,193,10
5/21/2015,120,15
11/28/2011,226,5
6/13/2012,21,13
4/12/2016,1,nan
3/27/2011,189,25
2/24/2012,33,10
12/8/2014,31,19
2/6/2015,196,4
2/4/2011,55,10
12/25/2011,30,20
4/13/2015,132,11
5/8/2017,462,8
5/8/2016,92,15
7/16/2012,22,19
8/11/2017,114,7
12/31/2010,38,1
2/12/2015,11,24
2/4/2014,40,18
9/3/2017,39,24
5/15/2012,19,7
10/24/2015,161,10
5/11/2013,9,9
1/3/2011,103,25
5/13/2015,150,25
9/4/2014,303,5
11/3/2014,25,20
3/4/2015,96,2
9/2/2017,17,0
12/3/2015,178,14
2/6/2016,94,9
11/1/2012,21,1
6/26/2011,77,15
4/10/2017,37,24
10/14/2013,38,3
5/5/2017,52,17
2/11/2011,20,23
9/7/2011,84,3
3/20/2011,169,8
12/29/2012,7,22
1/31/2015,115,22
5/10/2013,11,25
9/5/2017,57,17
8/16/2015,474,8
5/8/2011,181,22
8/31/2016,28,24
1/30/2013,45,4
6/17/2017,1,nan
6/1/2016,1,nan
4/5/2014,58,9
5/22/2014,25,14
6/2/2016,80,17
7/1/2010,1,25
6/4/2013,10,3
3/19/2015,67,18
2/3/2017,185,10
5/1/2012,18,12
6/27/2017,76,16
3/11/2012,3,21
8/11/2014,270,4
5/19/2011,102,9
7/19/2016,255,25
11/16/2010,10,3
8/1/2011,54,3
4/29/2014,18,24
8/13/2011,22,2
8/16/2014,121,16
10/18/2016,1,nan
3/9/2014,48,5
9/7/2015,287,7
2/26/2016,95,17
6/26/2016,1,nan
2/26/2012,82,7
11/19/2015,202,3
12/21/2012,17,1
8/2/2013,96,8
1/25/2011,48,9
6/5/2014,45,14
12/20/2015,2,31
10/13/2013,60,16
3/27/2015,168,22
3/3/2017,53,19
12/13/2013,51,5
5/27/2016,125,12
5/3/2015,159,22
7/16/2014,1,nan
8/24/2017,115,12
1/13/2013,5,2
9/14/2011,127,14
11/19/2010,3,2
10/23/2015,6,0
10/22/2012,98,6
9/26/2012,76,15
6/15/2013,4,25
6/28/2016,201,25
10/3/2014,402,4
10/4/2014,24,20
4/6/2012,44,4
1/10/2016,425,22
9/30/2010,1,25
10/16/2015,221,10
5/16/2012,76,22
7/5/2016,195,3
10/12/2010,5,7
12/26/2015,1,nan
7/13/2016,406,4
3/27/2016,183,3
10/22/2015,199,3
8/26/2012,74,16
4/11/2008,1,4
8/2/2016,345,9
3/1/2014,50,16
5/6/2014,150,22
2/2/2014,114,4
8/12/2015,222,11
2/14/2012,11,20
3/13/2015,1,31
9/4/2017,71,5
2/5/2011,22,3
11/9/2016,231,4
12/10/2014,84,7
8/5/2014,79,15
1/1/2007,1,4
7/14/2016,46,1
3/3/2012,108,25
12/10/2016,1,nan
3/18/2010,1,4
9/15/2017,131,9
12/6/2016,175,3
9/23/2017,162,10
4/17/2015,1,nan
9/18/2011,191,9
12/14/2014,38,1
8/27/2011,51,13
5/15/2016,66,18
1/5/2011,102,14
10/18/2014,168,11
9/22/2013,21,1
9/11/2011,97,15
11/20/2014,1,nan
3/14/2012,22,20
3/9/2017,1,nan
12/2/2011,1,31
10/13/2016,1,nan
5/1/2016,17,24
4/17/2017,66,1
7/30/2014,6,0
12/15/2010,117,15
10/5/2014,124,11
9/5/2016,141,11
10/11/2010,19,15
8/3/2015,1,nan
3/8/2011,241,16
3/31/2013,4,24
5/3/2011,288,16
3/14/2014,50,2
3/19/2014,35,15
10/25/2013,52,5
8/1/2012,41,19
6/21/2016,413,8
9/17/2011,139,17
5/8/2012,51,22
8/25/2004,1,4
9/12/2017,30,20
11/16/2012,80,8
5/21/2016,1,nan
10/1/2011,122,15
7/10/2012,71,9
1/1/2013,1,20
6/15/2016,111,5
7/25/2016,466,22
9/11/2016,307,9
5/30/2011,71,14
3/4/2013,2,13
1/8/2017,188,9
9/17/2012,41,19
11/17/2013,40,19
4/1/2012,1,23
9/10/2015,155,5
4/23/2012,28,7
10/10/2010,10,4
5/18/2013,19,10
3/31/2014,46,11
2/22/2017,71,1
7/30/2015,107,14
4/20/2016,1,nan
10/22/2011,181,17
9/29/2011,450,16
8/3/2015,93,2
1/11/2017,164,14
3/5/2012,8,3
8/15/2013,1,0
1/29/2017,22,24
1/10/2013,6,18
7/16/2017,137,9
1/1/2016,2,31
9/16/2016,1,nan
2/23/2016,26,24
10/20/2011,91,19
2/28/2006,1,4
7/2/2007,1,4
11/25/2016,1,nan
3/1/2013,2,20
9/2/2012,45,9
3/5/2013,64,25
10/25/2010,8,25
12/31/2016,197,12
1/18/2015,144,3
1/3/2012,160,11
12/10/2010,66,11
10/31/2014,153,7
12/31/2012,21,5
11/10/2010,18,10
11/11/2011,116,19
6/29/2011,46,23
12/28/2015,72,24
7/22/2015,109,16
10/7/2010,2,16
1/3/2015,45,24
6/15/2017,144,9
8/9/2011,379,8
1/25/2016,343,22
5/23/2016,246,3
5/24/2012,23,10
11/1/2011,105,13
10/8/2013,60,5
5/30/2017,64,18
1/8/2013,3,13
5/17/2017,44,17
9/8/2011,36,2
10/18/2011,136,9
11/21/2015,152,18
12/27/2015,1,nan
7/12/2017,87,15
1/16/2017,1,nan
12/18/2016,131,11
7/18/2011,28,21
6/3/2014,11,1
3/4/2012,81,11
10/26/2010,6,13
4/19/2011,79,9
11/16/2014,237,22
6/29/2015,179,11
6/2/2011,20,2
3/12/2011,51,7
5/29/2011,91,17
2/1/2012,12,2
12/17/2014,1,nan
11/6/2010,5,1
11/2/2016,58,1
10/27/2012,119,4
1/7/2012,146,11
10/20/2015,406,4
5/6/2013,5,1
6/6/2011,76,5
2/24/2015,53,18
5/10/2011,80,10
1/1/2017,526,8
9/21/2015,237,11
12/6/2016,38,24
7/7/2012,27,13
8/15/2016,1,nan
11/2/2012,52,25
9/18/2010,1,1
8/3/2013,32,9
12/9/2012,78,4
2/15/2011,40,19
6/17/2015,197,7
2/15/2015,194,6
3/14/2017,506,8
4/19/2015,4,0
8/19/2016,283,25
6/24/2012,32,7
1/3/2007,1,4
7/24/2011,331,8
7/10/2013,25,12
9/9/2014,1,nan
5/9/2014,63,16
2/18/2011,85,6
9/13/2014,1,nan
12/3/2014,110,11
6/28/2015,13,24
5/3/2012,28,19
9/15/2011,293,22
6/9/2015,161,7
11/7/2015,63,19
10/3/2011,152,7
3/7/2013,22,5
10/20/2016,188,6
8/2/2011,100,15
4/16/2013,8,25
5/26/2017,67,2
1/23/2015,42,15
9/3/2013,31,17
5/2/2012,59,15
11/28/2013,27,19
7/20/2017,177,9
9/3/2010,2,16
4/3/2011,86,24
6/9/2011,32,21
2/13/2015,180,9
6/6/2013,11,3
3/2/2011,2,0
7/3/2004,1,4
5/21/2013,17,17
11/9/2013,24,15
3/10/2017,3,31
11/20/2011,116,15
2/22/2013,10,5
12/23/2010,82,11
4/29/2015,7,24
9/26/2015,1,nan
3/21/2012,28,1
5/9/2013,1,nan
11/14/2015,1,nan
12/28/2015,554,8
3/5/2011,48,10
12/25/2016,214,12
10/6/2011,75,13
6/24/2014,195,4
3/21/2014,47,3
11/4/2008,1,4
4/25/2017,91,16
1/5/2013,7,1
7/14/2013,1,0
9/15/2012,37,2
1/29/2011,49,9
10/21/2012,30,19
11/6/2013,20,14
11/19/2016,1,nan
8/3/2012,10,24
6/6/2015,152,3
7/15/2013,20,25
2/13/2008,1,4
2/3/2012,129,12
10/30/2016,251,4
11/3/2013,96,4
7/9/2012,85,8
7/10/2017,164,9
1/13/2011,165,4
6/25/2011,96,24
2/12/2016,166,7
7/26/2017,115,12
2/20/2015,66,18
9/1/2016,228,3
9/24/2012,41,19
11/21/2014,78,10
11/7/2014,229,22
6/7/2012,56,25
9/29/2012,24,1
10/23/2013,33,24
6/5/2014,1,nan
2/28/2015,104,9
6/29/2013,18,10
9/4/2015,72,18
8/6/2015,93,17
5/2/2017,113,11
7/28/2014,1,31
9/22/2012,28,1
6/22/2014,26,18
9/8/2015,549,8
8/9/2013,10,20
12/17/2012,10,3
4/18/2017,12,0
8/31/2016,1,nan
2/12/2006,1,4
5/14/2011,59,12
2/7/2015,104,12
5/13/2011,27,20
10/11/2011,197,9
6/1/2011,80,14
11/20/2015,236,10
8/28/2016,196,11
11/15/2015,143,15
10/17/2011,75,3
8/22/2015,162,3
7/31/2016,300,25
7/20/2013,5,20
5/10/2017,168,6
2/13/2017,235,4
4/26/2016,158,25
12/28/2011,247,8
5/22/2012,1,23
3/1/2015,227,8
5/7/2014,151,22
12/5/2011,64,1
10/5/2015,23,24
3/1/2016,1,nan
12/12/2016,116,16
5/12/2013,3,14
5/26/2011,131,6
2/13/2013,47,16
8/24/2015,410,22
5/29/2013,26,16
3/20/2016,359,4
9/27/2010,3,1
8/23/2010,1,17
7/13/2013,67,22
1/16/2012,3,0
9/6/2014,1,nan
11/26/2014,72,17
7/22/2011,119,11
