Date, Crime, Crime Type, PD
2016-04-07,2,OTHER OFFENSE,20
2016-04-07,6,CRIMINAL DAMAGE,4
2016-04-21,1,BURGLARY,10
2016-04-07,5,NARCOTICS,12
2016-04-07,1,ASSAULT,20
2016-04-07,3,CRIMINAL DAMAGE,20
2016-04-07,2,CRIMINAL DAMAGE,3
2016-04-07,5,ASSAULT,12
2016-04-07,8,BATTERY,7
2016-04-07,1,CRIMINAL TRESPASS,20
2016-04-07,2,ASSAULT,14
2016-04-07,7,THEFT,12
2016-04-07,3,THEFT,5
2016-04-07,2,MOTOR VEHICLE THEFT,8
2016-04-07,4,CRIMINAL DAMAGE,19
2016-04-07,5,NARCOTICS,15
2016-04-07,6,ASSAULT,2
2016-04-07,2,ASSAULT,18
2016-04-07,5,THEFT,3
2016-04-07,2,NARCOTICS,7
2016-04-07,2,CRIMINAL DAMAGE,10
2016-04-07,7,BATTERY,5
2016-04-07,10,THEFT,14
2016-04-07,10,NARCOTICS,11
2016-04-07,1,CRIMINAL TRESPASS,7
2016-04-07,1,KIDNAPPING,9
2016-04-07,4,THEFT,22
2016-04-07,3,DECEPTIVE PRACTICE,3
2016-04-07,3,CRIMINAL TRESPASS,14
2016-04-07,7,BATTERY,6
2016-04-07,2,BURGLARY,12
2016-04-07,3,NARCOTICS,25
2016-04-07,1,OTHER OFFENSE,24
2016-04-07,6,THEFT,11
2016-04-07,1,ROBBERY,4
2016-04-07,1,ASSAULT,17
2016-04-07,13,THEFT,18
2016-04-07,2,OTHER OFFENSE,22
2016-04-07,5,THEFT,16
2016-04-07,6,THEFT,2
2016-04-07,2,OTHER OFFENSE,2
2016-04-07,7,BATTERY,2
2016-04-07,1,DECEPTIVE PRACTICE,22
2016-04-07,3,CRIMINAL DAMAGE,22
2016-04-07,1,OTHER OFFENSE,17
2016-04-07,2,PUBLIC PEACE VIOLATION,4
2016-04-07,3,ASSAULT,5
2016-04-07,2,ASSAULT,7
2016-04-07,2,NARCOTICS,4
2016-04-07,3,BURGLARY,3
2016-04-07,1,CRIMINAL TRESPASS,9
2016-04-07,1,NARCOTICS,9
2016-04-07,2,CRIMINAL DAMAGE,14
2016-04-07,2,OTHER OFFENSE,5
2016-04-07,1,CRIMINAL TRESPASS,16
2016-04-07,3,MOTOR VEHICLE THEFT,16
2016-04-07,5,THEFT,25
2016-04-07,4,OTHER OFFENSE,7
2016-04-07,3,ROBBERY,7
2016-04-07,2,CRIMINAL TRESPASS,8
2016-04-07,3,ROBBERY,9
2016-04-07,2,MOTOR VEHICLE THEFT,9
2016-04-07,5,BATTERY,9
2016-04-07,5,ASSAULT,4
2016-04-07,4,CRIMINAL DAMAGE,17
2016-04-07,4,BURGLARY,8
2016-04-07,4,BATTERY,24
2016-04-07,4,BURGLARY,15
2016-04-07,3,CRIMINAL DAMAGE,6
2016-04-07,1,CRIMINAL TRESPASS,1
2016-04-07,4,BATTERY,18
2016-04-07,2,PUBLIC PEACE VIOLATION,7
2016-04-07,3,ASSAULT,3
2016-04-07,5,THEFT,17
2016-04-07,1,INTERFERENCE WITH PUBLIC OFFICER,12
2016-04-07,1,OTHER OFFENSE,8
2016-04-07,1,WEAPONS VIOLATION,11
2016-04-07,1,CRIMINAL TRESPASS,2
2016-04-07,1,OFFENSE INVOLVING CHILDREN,11
2016-04-07,2,NARCOTICS,6
2016-04-07,4,DECEPTIVE PRACTICE,12
2016-04-07,3,THEFT,10
2016-04-07,2,MOTOR VEHICLE THEFT,4
2016-04-07,1,LIQUOR LAW VIOLATION,8
2016-04-07,2,OTHER OFFENSE,1
2016-04-07,2,THEFT,4
2016-04-07,2,OTHER OFFENSE,9
2016-04-07,1,DECEPTIVE PRACTICE,5
2016-04-07,2,CRIMINAL DAMAGE,9
2016-04-07,2,BURGLARY,9
2016-04-07,1,NARCOTICS,22
2016-04-07,6,OTHER OFFENSE,3
2016-04-07,1,MOTOR VEHICLE THEFT,10
2016-04-07,2,ROBBERY,3
2016-04-07,1,DECEPTIVE PRACTICE,11
2016-04-07,1,NARCOTICS,10
2016-04-07,2,THEFT,7
2016-04-07,4,CRIMINAL DAMAGE,7
2016-04-07,1,WEAPONS VIOLATION,10
2016-04-07,1,ASSAULT,10
2016-04-07,2,ASSAULT,6
2016-04-07,1,BURGLARY,17
2016-04-07,1,ASSAULT,25
2016-04-21,1,ARSON,14
2016-04-07,2,CRIMINAL TRESPASS,11
2016-04-07,8,BATTERY,16
2016-04-07,1,ROBBERY,10
2016-04-07,1,DECEPTIVE PRACTICE,8
2016-04-07,1,ROBBERY,2
2016-04-07,2,DECEPTIVE PRACTICE,1
2016-04-07,1,BURGLARY,16
2016-04-07,1,BURGLARY,24
2016-04-07,1,CRIMINAL TRESPASS,18
2016-04-07,1,WEAPONS VIOLATION,4
2016-04-07,3,ASSAULT,1
2016-04-07,1,CRIMINAL TRESPASS,10
2016-04-07,1,BATTERY,19
2016-04-07,1,NARCOTICS,5
2016-04-07,1,BATTERY,14
2016-04-07,1,ROBBERY,14
2016-04-07,3,PROSTITUTION,8
2016-04-07,1,BATTERY,20
2016-04-07,1,ARSON,12
2016-04-07,1,NARCOTICS,8
2016-04-07,1,ROBBERY,15
2016-04-07,1,PROSTITUTION,9
2016-04-07,3,CRIMINAL DAMAGE,5
2016-04-07,1,ROBBERY,5
2016-04-07,1,CRIMINAL TRESPASS,22
2016-04-07,1,INTERFERENCE WITH PUBLIC OFFICER,3
2016-04-07,1,WEAPONS VIOLATION,7
2016-04-07,1,DECEPTIVE PRACTICE,10
2016-04-07,2,WEAPONS VIOLATION,22
2016-04-07,1,CRIM SEXUAL ASSAULT,24
2016-04-07,1,ROBBERY,19
2016-04-07,2,CRIMINAL DAMAGE,24
2016-04-07,3,THEFT,20
2016-04-07,1,OTHER OFFENSE,10
2016-04-07,1,NARCOTICS,16
2016-04-07,1,CRIMINAL TRESPASS,3
2016-04-07,1,ASSAULT,24
2016-04-07,1,DECEPTIVE PRACTICE,9
2016-04-07,1,THEFT,15
2016-04-07,2,BURGLARY,22
2016-04-07,4,DECEPTIVE PRACTICE,19
2016-04-07,1,DECEPTIVE PRACTICE,25
2016-04-07,1,MOTOR VEHICLE THEFT,5
2016-04-07,1,OFFENSE INVOLVING CHILDREN,7
2016-04-07,1,ROBBERY,17
2016-04-07,1,ROBBERY,22
2016-04-07,1,DECEPTIVE PRACTICE,15
2016-04-07,1,DECEPTIVE PRACTICE,14
2016-04-07,4,DECEPTIVE PRACTICE,2
2016-04-07,2,MOTOR VEHICLE THEFT,25
2016-04-07,2,MOTOR VEHICLE THEFT,12
2016-04-07,2,MOTOR VEHICLE THEFT,20
2016-04-07,1,MOTOR VEHICLE THEFT,11
2016-04-07,1,OTHER OFFENSE,6
2016-04-07,1,ROBBERY,18
2016-04-07,1,PUBLIC PEACE VIOLATION,16
2015-09-01,1,OFFENSE INVOLVING CHILDREN,2
2013-06-09,1,DECEPTIVE PRACTICE,9
2015-12-01,1,OFFENSE INVOLVING CHILDREN,11
2015-01-28,1,THEFT,6
2013-01-01,1,DECEPTIVE PRACTICE,15
2016-04-07,1,MOTOR VEHICLE THEFT,19
2016-03-26,1,BURGLARY,18
2015-01-01,1,CRIM SEXUAL ASSAULT,6
2016-04-07,1,DECEPTIVE PRACTICE,20
2015-12-27,1,THEFT,18
2016-04-05,1,DECEPTIVE PRACTICE,9
2016-02-14,2,DECEPTIVE PRACTICE,25
2013-12-05,1,DECEPTIVE PRACTICE,22
2015-12-24,1,DECEPTIVE PRACTICE,19
2016-03-08,1,DECEPTIVE PRACTICE,22
2016-01-14,1,OTHER OFFENSE,10
2016-04-07,1,HOMICIDE,11
2014-07-22,1,NARCOTICS,14
2015-10-27,1,DECEPTIVE PRACTICE,1
2016-04-07,1,HOMICIDE,6
2015-03-05,4,NARCOTICS,11
2015-01-29,1,NARCOTICS,6
2015-01-20,1,NARCOTICS,8
2015-01-30,1,NARCOTICS,3
2015-02-03,3,NARCOTICS,11
2015-03-06,1,NARCOTICS,7
2015-03-15,1,OTHER OFFENSE,6
2015-03-07,3,NARCOTICS,11
2015-03-06,2,NARCOTICS,12
2015-03-17,2,NARCOTICS,7
2015-02-19,1,NARCOTICS,3
2015-02-04,2,NARCOTICS,5
2015-03-07,2,NARCOTICS,10
2015-02-05,1,NARCOTICS,3
2015-02-05,1,NARCOTICS,10
2015-02-04,2,NARCOTICS,11
2015-02-05,1,NARCOTICS,11
2015-03-11,1,NARCOTICS,9
2015-02-02,1,NARCOTICS,24
2015-02-06,1,NARCOTICS,25
2015-02-07,4,NARCOTICS,11
2015-02-10,1,NARCOTICS,15
2015-02-10,3,NARCOTICS,11
2015-03-11,1,NARCOTICS,5
2015-03-09,2,NARCOTICS,11
2015-03-05,1,NARCOTICS,4
2015-03-05,1,NARCOTICS,1
2015-01-30,1,NARCOTICS,16
2015-03-08,1,NARCOTICS,16
2015-03-17,19,NARCOTICS,11
2015-03-17,1,NARCOTICS,16
2015-01-29,1,NARCOTICS,18
2015-02-08,3,NARCOTICS,11
2015-02-05,1,NARCOTICS,7
2015-02-06,2,NARCOTICS,9
2015-02-06,7,NARCOTICS,11
2015-02-05,1,NARCOTICS,6
2015-01-30,2,NARCOTICS,7
2015-02-06,2,NARCOTICS,7
2015-02-12,4,NARCOTICS,11
2015-02-12,1,NARCOTICS,12
2015-02-11,3,NARCOTICS,11
2015-02-14,5,NARCOTICS,11
2015-02-13,1,NARCOTICS,4
2015-02-11,1,NARCOTICS,16
2015-02-12,1,NARCOTICS,19
2015-02-05,1,NARCOTICS,1
2015-03-14,1,NARCOTICS,11
2015-03-15,2,NARCOTICS,11
2015-03-15,1,NARCOTICS,7
2015-03-13,1,NARCOTICS,7
2015-03-26,1,THEFT,25
2015-02-25,2,NARCOTICS,16
2015-02-06,2,NARCOTICS,8
2015-02-15,1,NARCOTICS,25
2015-02-17,2,NARCOTICS,10
2015-02-17,2,NARCOTICS,11
2015-02-13,3,NARCOTICS,11
2015-02-13,1,NARCOTICS,22
2015-01-28,1,NARCOTICS,8
2015-01-18,1,NARCOTICS,11
2015-01-23,1,NARCOTICS,6
2015-03-30,1,ASSAULT,25
2015-03-21,3,NARCOTICS,11
2015-03-22,5,NARCOTICS,11
2015-03-20,1,NARCOTICS,4
2015-03-18,1,NARCOTICS,4
2015-03-19,1,NARCOTICS,15
2015-03-13,1,NARCOTICS,4
2015-03-12,1,NARCOTICS,7
2015-03-12,1,NARCOTICS,4
2015-01-28,2,NARCOTICS,11
2015-01-15,2,NARCOTICS,9
2015-04-12,1,BATTERY,5
2015-04-13,1,BATTERY,22
2015-03-20,6,NARCOTICS,11
2015-03-20,1,NARCOTICS,10
2015-04-16,1,LIQUOR LAW VIOLATION,25
2015-04-19,1,WEAPONS VIOLATION,16
2015-02-13,1,NARCOTICS,12
2015-01-15,1,NARCOTICS,5
2015-03-30,2,NARCOTICS,11
2015-03-06,1,NARCOTICS,3
2015-03-02,1,NARCOTICS,16
2015-01-20,1,NARCOTICS,7
2015-02-23,1,OTHER OFFENSE,16
2015-02-27,1,NARCOTICS,18
2015-02-24,2,NARCOTICS,8
2015-03-03,5,NARCOTICS,11
2015-02-27,1,NARCOTICS,7
2015-02-20,2,NARCOTICS,7
2015-03-03,2,NARCOTICS,15
2015-02-20,1,NARCOTICS,5
2015-03-07,1,NARCOTICS,3
2015-03-10,2,NARCOTICS,25
2015-01-19,1,NARCOTICS,11
2015-04-25,1,ASSAULT,14
2015-02-27,3,NARCOTICS,11
2015-04-27,1,BATTERY,11
2015-03-24,2,NARCOTICS,6
2015-03-24,5,NARCOTICS,11
2015-03-24,2,NARCOTICS,4
2015-03-12,1,NARCOTICS,16
2015-03-13,3,NARCOTICS,8
2015-03-22,1,NARCOTICS,7
2015-03-20,2,NARCOTICS,6
2015-03-18,1,NARCOTICS,22
2015-04-16,5,NARCOTICS,11
2015-03-19,1,NARCOTICS,9
2015-03-04,2,NARCOTICS,11
2015-03-29,1,NARCOTICS,7
2015-03-28,5,NARCOTICS,11
2015-03-31,1,NARCOTICS,12
2015-04-01,1,NARCOTICS,3
2015-04-30,2,THEFT,25
2015-03-31,1,NARCOTICS,4
2015-04-09,4,NARCOTICS,11
2015-04-09,5,NARCOTICS,7
2015-03-29,1,NARCOTICS,20
2015-04-01,2,NARCOTICS,11
2015-04-02,2,NARCOTICS,6
2015-05-01,2,THEFT,25
2015-05-03,1,BATTERY,11
2015-02-26,2,NARCOTICS,7
2015-05-04,1,BATTERY,10
2015-05-05,2,INTERFERENCE WITH PUBLIC OFFICER,2
2015-03-09,1,NARCOTICS,24
2015-03-10,1,NARCOTICS,3
2015-03-11,1,NARCOTICS,6
2015-01-22,1,NARCOTICS,12
2015-01-22,1,NARCOTICS,6
2015-03-13,1,NARCOTICS,10
2015-03-18,1,NARCOTICS,11
2015-03-19,1,NARCOTICS,22
2015-03-18,2,NARCOTICS,10
2015-01-16,1,NARCOTICS,16
2015-01-20,1,NARCOTICS,4
2015-01-20,1,NARCOTICS,6
2015-01-22,4,NARCOTICS,11
2015-05-07,1,THEFT,25
2015-05-05,1,THEFT,25
2015-01-18,1,NARCOTICS,8
2015-04-23,1,NARCOTICS,19
2015-03-21,1,NARCOTICS,7
2015-03-24,1,NARCOTICS,18
2015-04-17,3,NARCOTICS,7
2015-03-20,1,NARCOTICS,7
2015-03-24,1,NARCOTICS,15
2015-05-08,1,CRIMINAL DAMAGE,16
2015-01-23,1,NARCOTICS,22
2015-03-26,2,NARCOTICS,4
2015-01-24,1,NARCOTICS,11
2016-04-21,1,ASSAULT,19
2015-01-27,1,NARCOTICS,25
2015-01-27,1,NARCOTICS,2
2015-01-17,1,NARCOTICS,7
2015-01-28,2,NARCOTICS,16
2015-02-02,1,NARCOTICS,11
2015-02-04,2,NARCOTICS,14
2015-02-04,2,NARCOTICS,16
2015-05-10,1,CRIMINAL DAMAGE,8
2015-05-11,1,MOTOR VEHICLE THEFT,8
2015-05-11,2,OTHER OFFENSE,2
2015-05-08,2,THEFT,14
2015-05-11,1,ASSAULT,5
2015-05-11,1,CRIMINAL DAMAGE,4
2015-05-11,1,ASSAULT,1
2015-05-11,1,THEFT,1
2015-05-11,1,THEFT,8
2015-05-12,3,CRIMINAL DAMAGE,8
2015-05-12,1,OTHER OFFENSE,14
2015-05-12,1,BATTERY,7
2015-05-12,1,PUBLIC PEACE VIOLATION,3
2015-05-12,1,CRIMINAL DAMAGE,25
2015-05-12,1,CRIMINAL TRESPASS,5
2015-05-11,1,CRIMINAL TRESPASS,2
2015-05-12,1,CRIMINAL DAMAGE,4
2015-05-11,1,CRIMINAL DAMAGE,11
2015-05-11,1,THEFT,15
2015-05-11,1,BATTERY,12
2015-05-11,1,THEFT,25
2015-05-09,1,CRIMINAL DAMAGE,14
2015-05-12,2,THEFT,25
2015-02-12,1,NARCOTICS,5
2015-05-11,1,MOTOR VEHICLE THEFT,7
2015-01-29,1,NARCOTICS,3
2015-01-29,1,NARCOTICS,7
2015-05-17,1,BATTERY,4
2015-01-29,1,NARCOTICS,8
2015-04-05,4,NARCOTICS,7
2015-04-07,1,NARCOTICS,7
2015-05-08,4,NARCOTICS,7
2015-05-17,1,THEFT,2
2015-05-17,1,THEFT,5
2015-05-17,1,OTHER OFFENSE,24
2015-05-17,2,BATTERY,22
2015-05-12,1,THEFT,12
2015-05-18,1,ARSON,4
2015-05-17,1,THEFT,22
2015-05-17,2,THEFT,11
2015-05-17,1,BATTERY,25
2015-05-15,1,ASSAULT,7
2015-05-15,1,THEFT,1
2015-05-15,1,CRIMINAL DAMAGE,18
2015-04-27,1,THEFT,19
2015-05-18,1,CRIMINAL DAMAGE,16
2015-05-15,1,THEFT,14
2015-05-17,1,THEFT,18
2015-05-15,1,ASSAULT,16
2015-05-18,1,THEFT,3
2015-05-15,1,OTHER OFFENSE,19
2015-05-16,1,THEFT,17
2015-05-18,1,CRIMINAL DAMAGE,5
2015-05-19,1,DECEPTIVE PRACTICE,8
2015-05-18,1,CRIMINAL DAMAGE,4
2015-05-17,1,BATTERY,7
2015-05-19,1,ASSAULT,5
2015-02-25,1,NARCOTICS,6
2015-01-29,3,NARCOTICS,16
2015-04-03,7,NARCOTICS,7
2015-04-04,3,NARCOTICS,11
2015-04-06,1,NARCOTICS,7
2015-04-06,3,NARCOTICS,11
2015-03-31,1,NARCOTICS,7
2015-03-31,1,NARCOTICS,6
2015-03-25,5,NARCOTICS,11
2015-03-29,1,NARCOTICS,11
2015-03-28,1,NARCOTICS,7
2015-03-27,1,NARCOTICS,11
2015-03-27,1,NARCOTICS,24
2015-03-27,1,NARCOTICS,15
2015-01-23,1,NARCOTICS,2
2015-02-28,1,NARCOTICS,11
2015-04-10,2,NARCOTICS,2
2015-03-01,2,NARCOTICS,11
2015-04-12,3,NARCOTICS,11
2015-03-01,1,NARCOTICS,7
2015-04-02,1,NARCOTICS,18
2015-01-28,1,NARCOTICS,25
2015-01-26,1,NARCOTICS,8
2015-02-24,1,NARCOTICS,11
2015-02-25,1,NARCOTICS,7
2015-05-24,1,THEFT,17
2015-05-24,1,BATTERY,5
2015-05-24,1,THEFT,10
2015-05-24,1,BATTERY,18
2015-05-24,1,CRIMINAL DAMAGE,11
2015-05-24,2,CRIMINAL DAMAGE,16
2015-05-25,1,OTHER OFFENSE,3
2015-05-25,1,THEFT,19
2015-05-25,1,THEFT,5
2015-05-25,1,CRIMINAL TRESPASS,24
2015-05-25,1,CRIMINAL DAMAGE,5
2015-04-14,1,CRIMINAL DAMAGE,5
2015-04-03,12,NARCOTICS,11
2015-05-23,1,ROBBERY,10
2015-04-21,1,NARCOTICS,6
2015-03-07,1,NARCOTICS,7
2015-03-16,1,NARCOTICS,16
2015-02-26,2,NARCOTICS,11
2015-02-26,2,NARCOTICS,9
2015-02-25,1,NARCOTICS,25
2015-02-25,1,NARCOTICS,4
2015-04-23,1,NARCOTICS,11
2015-04-20,2,NARCOTICS,7
2015-03-18,1,NARCOTICS,15
2015-04-01,1,NARCOTICS,7
2015-05-20,1,NARCOTICS,5
2015-04-23,1,NARCOTICS,3
2015-04-23,1,NARCOTICS,7
2015-04-10,1,NARCOTICS,15
2015-04-24,5,NARCOTICS,7
2015-04-11,1,NARCOTICS,8
2015-04-25,3,NARCOTICS,7
2015-05-22,1,THEFT,25
2015-04-03,1,NARCOTICS,2
2015-05-29,1,OTHER OFFENSE,3
2015-05-26,1,BATTERY,20
2015-05-20,2,DECEPTIVE PRACTICE,3
2015-05-31,2,THEFT,14
2015-05-31,1,THEFT,7
2015-05-27,1,OTHER OFFENSE,17
2015-05-31,1,ASSAULT,2
2015-05-30,1,CRIMINAL DAMAGE,16
2015-05-31,1,SEX OFFENSE,24
2015-05-31,1,BATTERY,17
2015-05-31,3,BATTERY,19
2015-05-31,1,THEFT,10
2015-05-31,1,ASSAULT,16
2015-05-31,1,BATTERY,18
2015-04-02,3,NARCOTICS,4
2015-05-31,1,BATTERY,8
2015-05-31,3,THEFT,5
2015-05-31,1,OTHER OFFENSE,5
2015-05-31,2,BATTERY,5
2015-04-29,4,NARCOTICS,11
2015-04-02,1,NARCOTICS,12
2015-05-31,1,BATTERY,4
2015-04-30,2,NARCOTICS,8
2015-05-29,1,MOTOR VEHICLE THEFT,4
2015-04-29,1,NARCOTICS,10
2015-05-04,1,NARCOTICS,7
2015-05-03,3,NARCOTICS,7
2015-05-31,1,BATTERY,10
2015-05-30,1,THEFT,14
2015-05-29,1,THEFT,20
2015-06-01,2,THEFT,12
2015-05-31,1,CRIMINAL DAMAGE,16
2015-05-01,5,NARCOTICS,7
2015-04-21,2,NARCOTICS,8
2015-04-13,1,NARCOTICS,8
2015-05-05,3,NARCOTICS,7
2015-05-05,2,NARCOTICS,6
2015-04-08,1,NARCOTICS,3
2015-04-10,2,NARCOTICS,7
2015-04-24,1,NARCOTICS,11
2015-06-01,1,ROBBERY,18
2015-05-29,1,DECEPTIVE PRACTICE,18
2015-05-29,1,THEFT,4
2015-06-01,2,THEFT,2
2015-05-02,1,DECEPTIVE PRACTICE,6
2015-06-01,1,BATTERY,15
2015-06-01,2,CRIMINAL DAMAGE,4
2015-06-01,1,CRIMINAL DAMAGE,8
2015-06-01,1,BATTERY,6
2015-06-01,1,PUBLIC PEACE VIOLATION,17
2015-06-01,1,CRIMINAL TRESPASS,9
2015-06-01,1,CRIMINAL DAMAGE,18
2015-06-01,2,THEFT,18
2015-01-31,2,NARCOTICS,11
2015-04-24,1,NARCOTICS,2
2015-05-30,1,THEFT,2
2015-06-01,3,THEFT,6
2015-01-29,1,NARCOTICS,11
2015-01-23,1,NARCOTICS,4
2015-06-02,1,CRIMINAL DAMAGE,4
2015-01-27,2,NARCOTICS,11
2015-04-28,1,SEX OFFENSE,22
2015-06-14,2,ROBBERY,12
2015-02-09,1,NARCOTICS,11
2015-05-02,2,NARCOTICS,7
2015-05-31,1,BATTERY,7
2015-05-30,1,OTHER OFFENSE,6
2015-05-29,1,THEFT,22
2015-02-15,2,THEFT,4
2015-05-29,1,BATTERY,4
2015-06-03,1,ROBBERY,2
2015-04-30,1,NARCOTICS,22
2015-04-14,1,NARCOTICS,1
2015-05-05,1,NARCOTICS,11
2015-04-14,1,NARCOTICS,7
2015-02-20,1,NARCOTICS,4
2015-02-07,2,NARCOTICS,7
2015-05-30,1,BATTERY,1
2015-06-02,1,ASSAULT,14
2015-05-08,1,THEFT,5
2015-03-02,1,NARCOTICS,9
2015-05-06,1,NARCOTICS,7
2015-05-27,1,NARCOTICS,5
2015-02-12,1,NARCOTICS,16
2015-02-10,1,NARCOTICS,4
2015-02-11,1,NARCOTICS,9
2015-06-04,1,NARCOTICS,11
2015-05-30,2,DECEPTIVE PRACTICE,1
2015-06-04,1,ROBBERY,5
2015-02-08,1,NARCOTICS,7
2015-04-13,2,NARCOTICS,16
2015-02-06,1,NARCOTICS,6
2015-02-10,1,NARCOTICS,9
2015-05-06,1,NARCOTICS,11
2015-05-31,1,BURGLARY,22
2015-05-28,1,BATTERY,20
2015-06-02,1,THEFT,9
2015-06-06,2,THEFT,18
2015-06-05,1,ASSAULT,7
2015-06-01,2,OTHER OFFENSE,3
2015-06-07,1,CRIMINAL DAMAGE,9
2015-06-07,1,BATTERY,20
2015-06-06,1,THEFT,3
2015-06-06,1,ROBBERY,7
2015-06-07,1,BATTERY,15
2015-06-07,1,BATTERY,18
2015-06-06,1,BATTERY,19
2015-06-02,1,BATTERY,14
2015-06-06,1,PUBLIC PEACE VIOLATION,14
2015-06-07,1,ROBBERY,9
2015-06-07,1,CRIMINAL DAMAGE,14
2015-06-07,1,CRIMINAL TRESPASS,7
2015-06-07,1,OTHER OFFENSE,10
2015-06-07,1,THEFT,17
2015-06-07,1,ASSAULT,17
2015-06-07,1,BATTERY,14
2015-06-07,1,BATTERY,8
2015-03-05,1,OTHER OFFENSE,1
2015-06-06,1,ROBBERY,6
2015-06-03,1,BATTERY,4
2015-04-08,1,NARCOTICS,12
2015-06-05,1,MOTOR VEHICLE THEFT,20
2015-04-30,1,NARCOTICS,7
2015-06-02,1,BURGLARY,19
2015-06-07,3,THEFT,25
2015-03-05,1,NARCOTICS,3
2015-04-08,3,NARCOTICS,7
2015-04-10,1,NARCOTICS,3
2015-02-06,1,NARCOTICS,4
2015-03-13,1,NARCOTICS,22
2015-06-04,1,ASSAULT,18
2015-04-11,1,NARCOTICS,25
2015-06-08,1,THEFT,19
2015-06-04,1,BATTERY,18
2015-06-06,1,BATTERY,24
2015-06-07,1,BATTERY,11
2015-06-04,1,OFFENSE INVOLVING CHILDREN,22
2015-06-07,1,BATTERY,22
2015-06-08,1,THEFT,1
2015-06-07,1,THEFT,11
2015-06-08,2,THEFT,11
2015-06-07,1,DECEPTIVE PRACTICE,11
2015-06-08,2,THEFT,6
2015-06-07,1,BATTERY,4
2015-06-08,1,ASSAULT,8
2015-06-08,1,CRIMINAL DAMAGE,7
2015-06-07,2,THEFT,14
2015-03-01,1,DECEPTIVE PRACTICE,19
2015-06-08,2,ASSAULT,11
2015-06-06,1,CRIMINAL DAMAGE,14
2015-06-02,1,SEX OFFENSE,1
2015-06-07,1,CRIMINAL DAMAGE,5
2015-06-08,1,ASSAULT,12
2015-06-04,2,DECEPTIVE PRACTICE,11
2015-05-13,1,NARCOTICS,16
2015-04-09,2,NARCOTICS,3
2015-05-13,2,NARCOTICS,11
2015-05-12,2,NARCOTICS,2
2015-02-16,1,NARCOTICS,16
2015-05-13,1,NARCOTICS,7
2015-02-16,1,NARCOTICS,11
2015-05-06,1,NARCOTICS,24
2015-02-04,2,NARCOTICS,8
2015-02-04,1,NARCOTICS,1
2015-06-04,1,CRIMINAL DAMAGE,20
2015-06-08,1,THEFT,3
2015-04-02,1,DECEPTIVE PRACTICE,6
2015-02-03,1,NARCOTICS,16
2015-05-10,2,NARCOTICS,7
2015-02-12,1,NARCOTICS,2
2015-02-10,2,NARCOTICS,12
2015-02-13,1,NARCOTICS,3
2015-02-09,1,NARCOTICS,16
2015-02-11,2,NARCOTICS,25
2015-05-11,1,NARCOTICS,16
2015-05-14,2,NARCOTICS,11
2015-05-14,1,NARCOTICS,7
2015-06-02,1,BATTERY,1
2015-06-07,1,BURGLARY,7
2015-06-05,1,ROBBERY,19
2015-04-01,1,THEFT,24
2015-06-03,1,ASSAULT,24
2015-05-31,1,BURGLARY,17
2015-06-04,1,THEFT,24
2015-02-15,1,NARCOTICS,7
2015-01-30,1,NARCOTICS,4
2015-02-23,2,NARCOTICS,16
2015-05-15,1,NARCOTICS,6
2015-05-15,6,NARCOTICS,7
2015-05-09,3,NARCOTICS,7
2015-04-22,1,NARCOTICS,8
2015-04-23,1,NARCOTICS,16
2015-05-14,1,NARCOTICS,2
2015-05-14,1,NARCOTICS,4
2015-06-12,2,OTHER OFFENSE,9
2015-05-20,1,NARCOTICS,2
2015-05-21,1,NARCOTICS,2
2015-05-22,1,NARCOTICS,2
2015-06-08,1,ASSAULT,5
2015-06-09,1,THEFT,2
2015-06-08,1,ROBBERY,19
2015-05-22,1,BURGLARY,6
2015-06-11,1,CRIMINAL DAMAGE,3
2015-06-14,2,BATTERY,12
2015-06-14,1,WEAPONS VIOLATION,15
2015-06-13,1,THEFT,12
2015-06-14,2,CRIMINAL DAMAGE,17
2015-06-13,1,OTHER OFFENSE,4
2015-06-13,1,CRIMINAL TRESPASS,8
2015-06-14,3,THEFT,17
2015-06-13,2,THEFT,1
2015-06-14,3,OTHER OFFENSE,8
2015-06-10,1,THEFT,4
2015-06-14,2,BURGLARY,4
2015-06-14,3,BATTERY,15
2015-06-05,1,CRIMINAL DAMAGE,19
2015-06-14,2,NARCOTICS,11
2015-06-14,3,BATTERY,20
2015-06-14,1,MOTOR VEHICLE THEFT,3
2015-06-14,1,OTHER OFFENSE,6
2015-06-13,2,CRIMINAL DAMAGE,4
2015-06-11,1,THEFT,14
2015-06-14,1,ASSAULT,12
2015-06-14,1,BATTERY,22
2015-06-10,1,CRIMINAL TRESPASS,2
2015-06-14,2,THEFT,19
2015-04-09,1,OTHER OFFENSE,4
2015-06-13,1,THEFT,15
2015-06-14,4,BATTERY,19
2015-06-14,1,NARCOTICS,1
2015-06-12,1,BATTERY,15
2015-06-14,1,MOTOR VEHICLE THEFT,11
2015-06-13,1,MOTOR VEHICLE THEFT,14
2015-06-14,2,BURGLARY,8
2015-05-24,1,DECEPTIVE PRACTICE,19
2015-06-14,3,THEFT,24
2015-06-14,6,BATTERY,25
2015-06-13,1,MOTOR VEHICLE THEFT,18
2015-06-14,4,CRIMINAL DAMAGE,7
2015-06-14,1,DECEPTIVE PRACTICE,10
2015-06-12,1,THEFT,10
2015-06-13,1,MOTOR VEHICLE THEFT,19
2015-06-14,5,BATTERY,6
2015-05-15,1,DECEPTIVE PRACTICE,6
